Contract,customerID,Dependents,DeviceProtection,gender,MonthlyCharges,InternetService,OnlineSecurity,PaperlessBilling,MultipleLines,Partner,OnlineBackup,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,tenure,TotalCharges
Month-to-month,2876-VBBBL,No,No internet service,Female,20.25,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.25
Month-to-month,2884-GBPFB,No,No,Female,70.3,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,35,2416.55
Month-to-month,2894-QOJRX,No,No,Female,34,DSL,No,Yes,No phone service,Yes,No,Bank transfer (automatic),No,0,No,Yes,No,25,853
Month-to-month,2911-UREFD,No,Yes,Female,55.9,DSL,Yes,No,No phone service,Yes,No,Electronic check,No,0,Yes,Yes,No,39,2184.35
Month-to-month,2919-HBCJO,No,No,Female,76.65,Fiber optic,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,4,333.6
Month-to-month,2929-ERCFZ,Yes,Yes,Female,94.2,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,8,777.3
Month-to-month,2930-UOTMB,No,Yes,Female,65.25,DSL,Yes,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,31,1994.3
Month-to-month,2933-FILNV,Yes,No,Female,24.4,DSL,No,Yes,No phone service,Yes,No,Mailed check,No,0,No,No,No,2,36.55
Month-to-month,2947-DOMLJ,Yes,No,Male,50.6,DSL,Yes,No,No,No,No,Mailed check,Yes,0,No,No,No,1,50.6
Month-to-month,2951-QOQTK,Yes,No,Male,80.8,Fiber optic,No,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,4,332.45
Month-to-month,2952-QAYZF,No,Yes,Male,85.3,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,5,424.15
Month-to-month,2955-BJZHG,Yes,No,Male,80.85,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,17,1400.85
Month-to-month,2955-PSXOE,No,No internet service,Female,20.2,No,No internet service,Yes,No,No,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,1,20.2
Month-to-month,2956-GGUCQ,No,No,Male,78.85,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,Yes,1,No,No,No,24,1772.25
Month-to-month,2957-LOLHO,No,No,Male,45.4,DSL,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,12,518.9
Month-to-month,2959-MJHIC,No,No,Male,80.35,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,4,307.4
Month-to-month,2962-XPMCQ,No,No,Male,45.15,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,2,98.5
Month-to-month,2968-SSGAA,No,Yes,Female,100.6,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,10,1060.2
Month-to-month,2979-SXESE,Yes,Yes,Female,94.4,Fiber optic,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,17,1607.2
Month-to-month,2982-IHMFT,No,No,Female,74.45,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,1,No,No,No,1,74.45
Month-to-month,2982-VPSGI,No,No,Female,94,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,11,1078.9
Month-to-month,2983-ZANRP,Yes,No,Female,73.55,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,2,145.4
Month-to-month,2984-MIIZL,No,Yes,Male,74.8,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,4,321.9
Month-to-month,2990-HWIML,No,No,Female,89.5,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,6,573.3
Month-to-month,3001-CBHLQ,No,Yes,Male,104.9,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,32,3351.55
Month-to-month,3005-NFMTA,No,No,Male,98.8,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,55,5617.75
Month-to-month,3006-XIMLN,Yes,No,Female,94.2,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,2,193.8
Month-to-month,3018-TFTSU,No,Yes,Male,81.7,Fiber optic,Yes,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,12,858.6
Month-to-month,3023-GFLBR,Yes,No,Female,86.15,Fiber optic,No,No,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,33,2745.7
Month-to-month,3027-ZTDHO,No,No,Male,89.9,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,89.9
Month-to-month,3030-YZADT,No,No,Male,44.95,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,9,431
Month-to-month,3045-XETSH,No,Yes,Female,94.85,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,No,No,10,953.45
Month-to-month,3049-NDXFL,No,No,Female,85.8,Fiber optic,No,No,Yes,No,No,Mailed check,Yes,0,Yes,No,No,1,85.8
Month-to-month,3049-SOLAY,No,No,Female,95.2,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,3,292.85
Month-to-month,3063-QFSZL,No,No,Female,55.4,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,1,55.4
Month-to-month,3066-RRJIO,No,No,Female,69.95,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,69.95
Month-to-month,3068-OMWZA,No,Yes,Male,88.8,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,Yes,No,1,88.8
Month-to-month,3070-DVEYC,No,No,Male,73.75,Fiber optic,No,No,Yes,No,No,Mailed check,Yes,1,No,No,No,7,545.15
Month-to-month,3074-GQWYX,No,No,Male,75.9,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,No,5,357.75
Month-to-month,3085-QUOZK,No,No,Female,43.95,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,43.95
Month-to-month,3091-FYHKI,No,No,Male,35.45,DSL,No,Yes,No phone service,No,No,Electronic check,No,0,Yes,No,No,1,35.45
Month-to-month,3096-IZETN,No,No,Female,78.1,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,No,12,947.3
Month-to-month,3096-JRDSO,No,No,Female,104.3,Fiber optic,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,Yes,27,2867.75
Month-to-month,3097-NNSPB,No,No,Female,49.05,DSL,No,Yes,No,No,Yes,Credit card (automatic),Yes,0,No,No,No,2,91.1
Month-to-month,3097-NQYSN,No,No,Male,86.85,Fiber optic,No,Yes,Yes,Yes,No,Mailed check,Yes,1,No,Yes,No,2,156.35
Month-to-month,3106-ULWFW,No,No,Female,85.2,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,8,627.4
Month-to-month,3132-TVFDZ,No,No,Male,44.85,DSL,No,Yes,No phone service,Yes,No,Electronic check,No,1,Yes,Yes,No,57,2572.95
Month-to-month,3138-BKYAV,No,No,Male,85.35,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,Yes,No,6,489.45
Month-to-month,3143-ILDAL,No,No,Male,94.45,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,56,5124.6
Month-to-month,3143-JQEGI,Yes,No,Female,88.35,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,13,1222.8
Month-to-month,3144-AUDBS,No,No,Female,49.15,DSL,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,Yes,6,270.8
Month-to-month,3148-BLQJT,No,No internet service,Male,20.1,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.1
Month-to-month,3158-MOERK,No,No,Female,96,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,2,174.8
Month-to-month,3165-HDOEW,Yes,No,Male,45.85,DSL,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,1,45.85
Month-to-month,3177-LASXD,No,No,Female,71.35,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,71.35
Month-to-month,3178-FESZO,No,No,Female,100.25,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,1,100.25
Month-to-month,3186-BAXNB,No,No,Female,91.7,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,1,91.7
Month-to-month,3194-ORPIK,Yes,No,Female,84.4,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,50,4116.15
Month-to-month,3198-VELRD,Yes,No,Female,84.75,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,No,3,264.85
Month-to-month,3207-OYBWH,No,Yes,Male,95.25,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,No,No,57,5427.05
Month-to-month,3208-YPIOE,No,No,Male,75.25,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,39,3017.65
Month-to-month,3211-ILJTT,No,No,Male,70.4,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,17,1214.05
Month-to-month,3217-FZDMN,No,Yes,Female,94.45,Fiber optic,No,Yes,No,No,No,Credit card (automatic),Yes,1,Yes,Yes,No,8,742.95
Month-to-month,3223-WZWJM,No,No,Male,83.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,26,2254.2
Month-to-month,3235-ETOOB,No,No,Male,74.5,Fiber optic,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,8,609.9
Month-to-month,3237-AJGEH,Yes,No,Female,31,DSL,No,Yes,No phone service,Yes,No,Mailed check,No,0,No,No,Yes,3,95.05
Month-to-month,3244-DCJWY,No,No,Female,70.25,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,70.25
Month-to-month,3247-ZVOUO,No,No,Male,85.55,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,Yes,No,No,10,851.75
Month-to-month,3249-ZPQRG,No,No,Male,78.45,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,0,No,No,No,4,330.05
Month-to-month,3254-YRILK,No,No,Male,88.2,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,Yes,No,19,1775.8
Month-to-month,3269-ATYWD,No,No,Male,95.65,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,39,3759.05
Month-to-month,3276-HDUEG,No,No,Female,75.05,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,1,75.05
Month-to-month,3285-UCQVC,No,No,Female,28.6,DSL,No,No,No phone service,No,No,Credit card (automatic),No,0,No,No,Yes,37,973.55
Month-to-month,3296-SILRA,No,No,Female,76.4,Fiber optic,No,Yes,No,Yes,Yes,Mailed check,Yes,1,No,No,No,1,76.4
Month-to-month,3315-TOTBP,No,No,Male,76,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,15,1130.85
Month-to-month,3317-HRTNN,No,No,Female,45.7,DSL,No,No,No phone service,No,No,Electronic check,No,1,Yes,Yes,No,5,198
Month-to-month,3318-OSATS,No,No,Male,95.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,35,3474.05
Month-to-month,3319-DWOEP,No,Yes,Male,95.75,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,6,573.75
Month-to-month,3329-WDIOK,No,No,Female,50.6,DSL,No,Yes,No phone service,No,Yes,Electronic check,No,0,Yes,Yes,No,3,155.35
Month-to-month,3331-HQDTW,No,Yes,Female,109.8,Fiber optic,Yes,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,No,34,3587.25
Month-to-month,3334-CTHOL,No,No,Female,49.95,DSL,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,No,1,49.95
Month-to-month,3336-JORSO,No,Yes,Female,110.45,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,Yes,Yes,33,3655.45
Month-to-month,3346-BRMIS,No,Yes,Female,48.35,DSL,No,Yes,No phone service,Yes,No,Electronic check,No,1,Yes,Yes,No,18,810.7
Month-to-month,3348-CFRNX,No,No,Female,92.35,Fiber optic,Yes,Yes,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,28,2602.9
Month-to-month,3372-KWFBM,No,No,Male,86.6,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,Yes,No,16,1281
Month-to-month,3374-LXDEV,No,Yes,Female,89.4,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,0,No,No,Yes,13,1132.35
Month-to-month,3376-BMGFE,No,No,Female,70.9,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,4,273
Month-to-month,3387-VATUS,No,No,Male,94.85,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,5,462.8
Month-to-month,3389-YGYAI,No,Yes,Female,105.5,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,Yes,No,8,829.55
Month-to-month,3393-FMZPV,No,No,Female,100.25,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,25,2387.75
Month-to-month,3398-FSHON,No,No,Female,91.3,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,Yes,No,12,1094.5
Month-to-month,3398-ZOUAA,No,No,Male,69.1,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,21,1474.75
Month-to-month,3415-TAILE,Yes,No,Female,65.7,DSL,No,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,2,134.35
Month-to-month,3419-SNJJD,No,Yes,Female,105.25,Fiber optic,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,65,6786.4
Month-to-month,3422-LYEPQ,Yes,No,Male,71,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,1,71
Month-to-month,3426-NIYYL,No,No,Male,51.55,DSL,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,15,765.5
Month-to-month,3428-XZMAZ,No,No,Male,69.35,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.35
Month-to-month,3440-JPSCL,No,Yes,Female,99.95,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,6,547.65
Month-to-month,3445-HXXGF,No,Yes,Male,45.3,DSL,No,Yes,No phone service,Yes,Yes,Electronic check,No,1,Yes,No,No,58,2651.2
Month-to-month,3473-XIIIT,No,No,Female,100,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,16,1534.75
Month-to-month,3488-PGMQJ,No,No,Male,74.5,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,1,No,No,No,8,606.55
Month-to-month,3494-JCHRQ,No,No,Male,70.05,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,70.05
Month-to-month,3500-RMZLT,No,Yes,Female,96.3,Fiber optic,Yes,Yes,No,No,No,Mailed check,Yes,1,Yes,No,Yes,15,1426.75
Month-to-month,3506-LCJDC,Yes,No internet service,Male,19.95,No,No internet service,No,No,Yes,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,1,19.95
Month-to-month,3519-ZKXGG,No,No,Female,75.85,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,No,3,256.6
Month-to-month,3521-SYVOR,No,No,Female,64.75,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,37,2345.2
Month-to-month,3536-IQCTX,No,No,Male,85.3,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,Yes,No,No,32,2661.1
Month-to-month,3538-WZPHD,No,No,Male,29.6,DSL,No,Yes,No phone service,No,Yes,Electronic check,No,0,No,No,No,3,79.45
Month-to-month,3540-RZJYU,No,No,Female,86.2,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,0,No,Yes,No,15,1270.2
Month-to-month,3550-SAHFP,No,No,Female,83.35,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,33,2757.85
Month-to-month,3551-HUAZH,No,No,Male,74.4,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,1,74.4
Month-to-month,3565-UNOCC,No,Yes,Female,99.05,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,29,2952.85
Month-to-month,3571-RFHAR,No,Yes,Male,109.15,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,65,6941.2
Month-to-month,3580-REOAC,No,No,Male,44.85,DSL,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,No,No,10,435.4
Month-to-month,3583-EKAPL,No,No,Male,55,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,1,55
Month-to-month,3585-ISXZP,No,No,Female,95.65,Fiber optic,No,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,8,778.1
Month-to-month,3606-TWKGI,No,Yes,Male,106.9,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,Yes,No,13,1364.3
Month-to-month,3621-CEOVK,No,No,Female,100.2,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,14,1369.8
Month-to-month,3627-FCRDW,No,No,Female,71,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,No,No,9,672.55
Month-to-month,3627-FHKBK,No,No,Female,75.3,Fiber optic,Yes,No,No,No,No,Mailed check,Yes,0,No,No,No,1,75.3
Month-to-month,3640-PHQXK,No,Yes,Female,89.9,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,31,2806.9
Month-to-month,3643-AHCFP,No,No,Male,95.6,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,7,644.35
Month-to-month,3647-GMGDH,No,Yes,Male,94.7,Fiber optic,No,Yes,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,22,1914.9
Month-to-month,3656-TKRVZ,No,No,Female,55.35,DSL,Yes,No,No,No,Yes,Electronic check,Yes,0,No,No,No,3,165.2
Month-to-month,3658-KIBGF,No,No,Female,54.9,DSL,Yes,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,1,54.9
Month-to-month,3663-MITLP,No,Yes,Female,101.25,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,15,1457.25
Month-to-month,3668-QPYBK,No,No,Male,53.85,DSL,Yes,Yes,No,No,Yes,Mailed check,Yes,0,No,No,No,2,108.15
Month-to-month,3669-LVWZB,No,No,Male,51,DSL,No,Yes,No phone service,No,Yes,Mailed check,No,0,Yes,Yes,No,5,305.95
Month-to-month,3669-OYSJI,No,No,Male,46.2,DSL,No,No,No,No,No,Credit card (automatic),Yes,0,No,No,No,1,46.2
Month-to-month,3671-SHRSP,No,Yes,Male,80.6,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,Yes,4,319.15
Month-to-month,3672-YITQD,No,No,Male,84.1,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,No,No,36,3021.6
Month-to-month,3677-IYRBF,No,Yes,Female,30.4,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,No,No,No,2,78.65
Month-to-month,3677-TNKIO,No,No,Female,71,Fiber optic,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,No,No,14,914
Month-to-month,3683-QKIUE,No,No,Female,50.8,DSL,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,6,288.05
Month-to-month,3703-VAVCL,Yes,Yes,Male,90,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,2,190.05
Month-to-month,3707-GNWHM,No,No,Male,74.25,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,1,74.25
Month-to-month,3714-JTVOV,No,No,Female,74.15,Fiber optic,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,1,No,No,No,42,3229.4
Month-to-month,3716-BDVDB,No,No,Male,69.1,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.1
Month-to-month,3721-CNEYS,No,No,Female,70.95,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,2,137.95
Month-to-month,3722-WPXTK,No,No,Male,88.35,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,88.35
Month-to-month,3727-RJMEO,No,No,Male,82.85,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,6,460.25
Month-to-month,3737-GCSPV,No,No,Female,96.2,Fiber optic,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,11,1222.05
Month-to-month,3744-ZRRDZ,No,No,Male,82.35,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,21,1852.85
Month-to-month,3746-EUBYR,No,No,Male,74.6,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,1,74.6
Month-to-month,3750-CKVKH,No,No,Male,67.75,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,2,116.65
Month-to-month,3751-KTZEL,No,No,Female,35.05,DSL,No,No,No phone service,No,No,Mailed check,No,0,Yes,No,No,1,35.05
Month-to-month,3753-TSEMP,No,No,Female,88.15,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,15,1390.6
Month-to-month,3754-DXMRT,No,No,Male,44.15,DSL,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,2,92.65
Month-to-month,3755-JBMNH,No,No,Male,71.8,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,1,No,No,No,16,1167.8
Month-to-month,3757-NJYBX,No,Yes,Male,106.35,Fiber optic,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,No,32,3520.75
Month-to-month,3765-JXVKY,No,No,Female,74.7,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,1,74.7
Month-to-month,3768-NLUBH,No,Yes,Male,100.6,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,57,5746.15
Month-to-month,3776-EKTKM,No,No,Female,36.45,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,No,Yes,No,1,36.45
Month-to-month,3791-LGQCY,No,Yes,Female,100.65,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,56,5688.05
Month-to-month,3793-MMFUH,No,No,Female,95.05,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,13,1290
Month-to-month,3797-VTIDR,No,No,Male,23.45,DSL,No,Yes,No phone service,Yes,No,Electronic check,No,0,No,No,No,1,23.45
Month-to-month,3799-ISUZQ,Yes,No,Male,69.95,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,7,529.5
Month-to-month,3801-HMYNL,Yes,No,Male,89.15,Fiber optic,No,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,1,89.15
Month-to-month,3803-KMQFW,Yes,No internet service,Female,20.55,No,No internet service,No,No,Yes,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.55
Month-to-month,3804-RVTGV,Yes,Yes,Male,103.85,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,50,5017.9
Month-to-month,3806-DXQOM,No,No,Female,33.65,DSL,Yes,Yes,No phone service,No,Yes,Electronic check,No,0,No,No,No,4,137.85
Month-to-month,3811-VBYBZ,No,No,Male,99.8,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,7,673.25
Month-to-month,3814-MLAXC,No,No,Female,79.85,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,31,2404.15
Month-to-month,3815-SLMEF,No,No,Female,34.25,DSL,Yes,No,No phone service,No,No,Mailed check,No,0,No,No,Yes,3,139.35
Month-to-month,3834-XUIFC,No,No,Male,85.2,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,No,No,7,602.55
Month-to-month,3838-OZURD,No,Yes,Male,105,Fiber optic,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,66,7133.25
Month-to-month,3842-IYKUE,No,No,Female,85.3,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,35,2917.5
Month-to-month,3858-VOBET,No,No,Male,74.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,23,1710.45
Month-to-month,3859-CVCET,No,No,Female,45.65,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,4,191.05
Month-to-month,3866-MDTUB,No,No,Female,70.75,DSL,Yes,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,2,146.9
Month-to-month,3871-IKPYH,No,No,Male,69.1,Fiber optic,No,No,No,No,No,Electronic check,Yes,1,No,No,No,1,69.1
Month-to-month,3874-EQOEP,No,No,Male,95,Fiber optic,No,No,Yes,No,No,Mailed check,Yes,0,Yes,Yes,No,7,655.5
Month-to-month,3877-JRJIP,No,No,Male,59.85,DSL,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,No,1,59.85
Month-to-month,3884-HCSWG,No,No,Female,70,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,17,1144.5
Month-to-month,3891-PUQOD,Yes,Yes,Female,59.2,DSL,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,1,59.2
Month-to-month,3900-AQPHZ,No,No internet service,Female,19.9,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.9
Month-to-month,3902-FOIGH,No,No,Male,101.35,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,12,1218.55
Month-to-month,3908-BLSYF,No,Yes,Female,83.9,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,6,497.55
Month-to-month,3923-CSIHK,No,No,Female,71.05,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,50,3444.85
Month-to-month,3926-CUQZX,No,No,Male,45.1,DSL,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,1,45.1
Month-to-month,3934-HXCFZ,No,Yes,Male,99.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,23,2186.4
Month-to-month,3943-KDREE,No,No,Female,74.95,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,No,26,1834.95
Month-to-month,3945-GFWQL,Yes,No,Female,44.55,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,12,480.6
Month-to-month,3946-MHCZW,No,Yes,Male,50.9,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,50.9
